Gene	Symbol
NAALADL2-AS3	NAALADL2-AS3
NAALADL2-AS2	NAALADL2-AS2
NAALADL2-AS1	NAALADL2-AS1
LINC01208	LINC01208
LINC01209	LINC01209
TBL1XR1	TBL1XR1
TBL1XR1-AS1	TBL1XR1-AS1
LINC00501	LINC00501
LINC00578	LINC00578
AC026355.2	LINC00578
LINC02015	LINC02015
KCNMB2	KCNMB2
SOX2	SOX2
LINC02026	LINC02026
LINC02028	LINC02028
HES1	HES1
LINC02036	LINC00887
LINC02037	LINC02037
LINC02048	LINC02048
LINC00887	LINC00887
CPN2	CPN2
LRRC15	LRRC15
GP5	GP5
ATP13A3	ATP13A3
LINC00884	ATP13A3-DT
TMEM44-AS1	TMEM44-AS1
TMEM44	TMEM44
LSG1	LSG1
FAM43A	FAM43A
LINC01968	LINC01968
LINC01972	LINC01972
XXYLT1	XXYLT1
XXYLT1-AS1	XXYLT1-AS1
XXYLT1-AS2	XXYLT1-AS2
ACAP2	ACAP2
ACAP2-IT1	ACAP2-IT1
PPP1R2	PPP1R2
APOD	APOD
MUC20	MUC20
MUC4	MUC4
LINC01983	LINC01983
TNK2	TNK2
TNK2-AS1	TNK2-AS1
TFRC	TFRC
LINC00885	LINC00885
ZDHHC19	ZDHHC19
SLC51A	SLC51A
PCYT1A	PCYT1A
TCTEX1D2	TM4SF19-DYNLT2B
TM4SF19-AS1	TM4SF19-AS1
TM4SF19	TM4SF19
UBXN7	UBXN7
UBXN7-AS1	UBXN7-AS1
RNF168	RNF168
SMCO1	SMCO1
WDR53	WDR53
FBXO45	FBXO45
LINC01063	LINC01063
NRROS	NRROS
PIGX	PIGX
CEP19	CEP19
PAK2	PAK2
SENP5	SENP5
NCBP2	NCBP2
NCBP2-AS1	NCBP2-AS1
NCBP2AS2	NCBP2AS2
PIGZ	PIGZ
MELTF	MELTF
MELTF-AS1	MELTF-AS1
DLG1	DLG1
DLG1-AS1	DLG1-AS1
LINC02012	LINC02012
BDH1	BDH1
RUBCN	RUBCN
FYTTD1	FYTTD1
LRCH3	LRCH3
IQCG	DRC9
RPL35A	RPL35A
LMLN	LMLN
LMLN-AS1	LMLN-AS1
ZNF595	ZNF595
ZNF718	ZNF718
ZNF732	ZNF732
ZNF141	ZNF141
ZNF721	ZNF721
PIGG	PIGG
TMEM271	TMEM271
PDE6B	PDE6B
ATP5ME	ATP5ME
MYL5	MYL5
SLC49A3	SLC49A3
PCGF3	PCGF3
AC107464.2	PCGF3-AS2
CPLX1	CPLX1
GAK	GAK
TMEM175	TMEM175
DGKQ	DGKQ
SLC26A1	SLC26A1
IDUA	IDUA
FGFRL1	FGFRL1
RNF212	RNF212
AC092535.4	SPON2-AS1
SPON2	SPON2
CTBP1-AS	CTBP1-AS
CTBP1	CTBP1
CTBP1-DT	CTBP1-DT
MAEA	MAEA
UVSSA	UVSSA
CRIPAK	CRIPAK
NKX1-1	NKX1-1
FAM53A	FAM53A
SLBP	SLBP
TACC3	TACC3
TMEM129	TMEM129
FGFR3	FGFR3
LETM1	LETM1
NSD2	NSD2
NELFA	NELFA
C4orf48	NICOL1
NAT8L	NAT8L
POLN	POLN
HAUS3	HAUS3
MXD4	MXD4
ZFYVE28	ZFYVE28
CFAP99	CFAP99
RNF4	RNF4
FAM193A	FAM193A
TNIP2	TNIP2
SH3BP2	SH3BP2
ADD1	ADD1
MFSD10	SLC75A1
NOP14-AS1	NOP14-AS1
NOP14	NOP14
GRK4	GRK4
HTT	HTT
HTT-AS	HTT-AS
MSANTD1	MSANTD1
RGS12	RGS12
HGFAC	HGFAC
DOK7	DOK7
LRPAP1	LRPAP1
LINC00955	LINC00955
LINC02171	LINC02171
LINC02600	LINC02600
ADRA2C	ADRA2C
OTOP1	OTOP1
TMEM128	TMEM128
LYAR	LYAR
ZBTB49	ZBTB49
NSG1	NSG1
STX18	STX18
STX18-IT1	STX18-IT1
STX18-AS1	STX18-AS1
LINC01396	LINC01396
MSX1	MSX1
CYTL1	CYTL1
STK32B	STK32B
LINC01587	LINC01587
EVC2	EVC2
EVC	EVC
CRMP1	CRMP1
C4orf50	C4orf50
JAKMIP1	JAKMIP1
WFS1	WFS1
PPP2R2C	PPP2R2C
MAN2B2	MAN2B2
MRFAP1	MRFAP1
LINC02482	LINC02482
LINC002481	LINC02481
S100P	S100P
MRFAP1L1	MRFAP1L1
BLOC1S4	BLOC1S4
KIAA0232	KIAA0232
TBC1D14	TBC1D14
CCDC96	CFAP184
TADA2B	TADA2B
GRPEL1	GRPEL1
LINC02447	LINC02447
SORCS2	SORCS2
PSAPL1	PSAPL1
AFAP1-AS1	AFAP1-AS1
AFAP1	AFAP1
ABLIM2	ABLIM2
SH3TC1	SH3TC1
HTRA3	HTRA3
LINC02517	LINC02517
ACOX3	ACOX3
TRMT44	TRMT44
GPR78	GPR78
CPZ	CPZ
HMX1	HMX1
FAM90A26	FAM90A26
USP17L10	USP17L10
USP17L11	USP17L11
USP17L12	USP17L12
USP17L13	USP17L13
USP17L15	USP17L15
USP17L17	USP17L17
USP17L18	USP17L18
USP17L19	USP17L19
USP17L20	USP17L20
USP17L21	USP17L21
USP17L22	USP17L22
USP17L23	USP17L23
USP17L24	USP17L24
USP17L25	USP17L25
USP17L26	USP17L26
USP17L5	USP17L5
USP17L27	USP17L27
USP17L28	USP17L28
USP17L29	USP17L29
USP17L30	USP17L30
DEFB131A	DEFB131A
SLC2A9	SLC2A9
DRD5	DRD5
WDR1	WDR1
ZNF518B	ZNF518B
CLNK	CLNK
LINC02498	LINC02498
HS3ST1	HS3ST1
LINC02360	LINC02360
LINC02270	LINC02270
RHOH	RHOH
LINC02265	LINC02265
CHRNA9	CHRNA9
RBM47	RBM47
NSUN7	NSUN7
APBB2	APBB2
UCHL1-AS1	UCHL1-DT
UCHL1	UCHL1
LIMCH1	LIMCH1
PHOX2B	PHOX2B
LINC00682	LINC00682
TMEM33	TMEM33
DCAF4L1	DCAF4L1
SLC30A9	SLC30A9
BEND4	BEND4
SHISA3	SHISA3
ATP8A1	ATP8A1
GRXCR1	GRXCR1
LINC02383	LINC02383
LINC02475	LINC02475
KCTD8	KCTD8
YIPF7	YIPF7
GUF1	GUF1
GNPDA2	GNPDA2
GABRG1	GABRG1
GABRA2	GABRA2
COX7B2	COX7B2
GABRA4	GABRA4
GABRB1	GABRB1
COMMD8	COMMD8
ATP10D	ATP10D
CORIN	CORIN
NFXL1	NFXL1
NIPAL1	NIPAL1
CNGA1	CNGA1
TXK	TXK
TEC	TEC
SLAIN2	SLAIN2
SLC10A4	SLC10A4
ZAR1	ZAR1
FRYL	FRYL
OCIAD1	OCIAD1
OCIAD1-AS1	OCIAD1-AS1
OCIAD2	OCIAD2
CWH43	CWH43
DCUN1D4	DCUN1D4
LRRC66	LRRC66
SGCB	SGCB
LINC02480	LINC02480
SPATA18	SPATA18
USP46	USP46
USP46-AS1	USP46-DT
LINC01618	LINC01618
DANCR	DANCR
ERVMER34-1	ERVMER34-1
RASL11B	RASL11B
SCFD2	SCFD2
FIP1L1	FIP1L1
LNX1	LNX1
LNX1-AS1	LNX1-AS1
LNX1-AS2	LNX1-AS2
CHIC2	CHIC2
GSX2	GSX2
PDGFRA	PDGFRA
LINC02283	LINC02283
LINC02260	LINC02260
KIT	KIT
LINC02358	LINC02358
KDR	KDR
SRD5A3	SRD5A3
SRD5A3-AS1	SRD5A3-AS1
TMEM165	TMEM165
CLOCK	CLOCK
PDCL2	PDCL2
NMU	NMU
EXOC1L	EXOC1L
EXOC1	EXOC1
AC110611.2	EXOC1-AS1
CEP135	CEP135
KIAA1211	CRACD
AASDH	AASDH
PPAT	PPAT
PAICS	PAICS
SRP72	SRP72
ARL9	ARL9
THEGL	SPMAP2L
HOPX	HOPX
SPINK2	SPINK2
REST	REST
NOA1	NOA1
POLR2B	POLR2B
IGFBP7	IGFBP7
IGFBP7-AS1	IGFBP7-AS1
LINC02380	LINC02380
LINC02494	LINC02494
LINC02619	LINC02619
LINC02429	LINC02429
LINC02496	LINC02496
LINC02271	LINC02271
ADGRL3	ADGRL3
ADGRL3-AS1	ADGRL3-AS1
TECRL	TECRL
LINC02232	LINC02232
LINC02835	LINC02835
EPHA5	EPHA5
EPHA5-AS1	EPHA5-AS1
CENPC	CENPC
STAP1	STAP1
UBA6	UBA6
UBA6-AS1	UBA6-DT
GNRHR	GNRHR
TMPRSS11D	TMPRSS11D
TMPRSS11A	TMPRSS11A
TMPRSS11F	TMPRSS11F
TMPRSS11B	TMPRSS11B
YTHDC1	YTHDC1
TMPRSS11E	TMPRSS11E
UGT2B17	UGT2B17
UGT2B15	UGT2B15
UGT2B10	UGT2B10
UGT2A3	UGT2A3
UGT2B7	UGT2B7
UGT2B11	UGT2B11
UGT2B28	UGT2B28
UGT2B4	UGT2B4
UGT2A1	UGT2A1
UGT2A2	UGT2A2
SULT1B1	SULT1B1
SULT1E1	SULT1E1
CSN1S1	CSN1S1
CSN2	CSN2
STATH	STATH
HTN3	HTN3
HTN1	HTN1
PRR27	PRR27
ODAM	ODAM
FDCSP	FDCSP
CSN3	CSN3
CABS1	CABS1
SMR3A	SMR3A
SMR3B	SMR3B
OPRPN	OPRPN
MUC7	MUC7
AMTN	AMTN
AMBN	AMBN
ENAM	ENAM
JCHAIN	JCHAIN
UTP3	UTP3
RUFY3	RUFY3
GRSF1	GRSF1
MOB1B	MOB1B
DCK	DCK
SLC4A4	SLC4A4
GC	GC
NPFFR2	NPFFR2
ADAMTS3	ADAMTS3
COX18	COX18
ANKRD17	ANKRD17
ALB	ALB
AFP	AFP
AFM	AFM
LINC02499	LINC02499
RASSF6	RASSF6
UMLILO	UMLILO
CXCL8	CXCL8
CXCL6	CXCL6
PF4V1	PF4V1
CXCL1	CXCL1
PF4	PF4
PPBP	PPBP
CXCL5	CXCL5
CXCL3	CXCL3
CXCL2	CXCL2
MTHFD2L	MTHFD2L
EPGN	EPGN
EREG	EREG
AREG	AREG
BTC	BTC
PARM1	PARM1
LINC02562	LINC02562
LINC02483	LINC02483
RCHY1	RCHY1
THAP6	THAP6
ODAPH	ODAPH
CDKL2	CDKL2
G3BP2	G3BP2
USO1	USO1
PPEF2	PPEF2
NAAA	NAAA
SDAD1	SDAD1
CXCL9	CXCL9
ART3	ART3
CXCL10	CXCL10
CXCL11	CXCL11
NUP54	NUP54
SCARB2	SCARB2
FAM47E	FAM47E
STBD1	STBD1
CCDC158	CCDC158
SHROOM3	SHROOM3
LINC01218	LINC01218
PPP3CA	PPP3CA
BANK1	BANK1
SLC39A8	SLC39A8
NFKB1	NFKB1
MANBA	MANBA
UBE2D3	UBE2D3
UBE2D3-AS1	UBE2D3-AS1
CISD2	CISD2
SLC9B1	SLC9B1
SLC9B2	SLC9B2
BDH2	BDH2
CENPE	CENPE
LINC02428	LINC02428
TACR3	TACR3
LINC02503	LINC02503
CXXC4	CXXC4
CXXC4-AS1	CXXC4-AS1
TET2	TET2
TET2-AS1	TET2-AS1
PPA2	PPA2
ARHGEF38	ARHGEF38
ARHGEF38-IT1	ARHGEF38-IT1
INTS12	INTS12
GSTCD	GSTCD
NPNT	NPNT
TBCK	TBCK
AIMP1	AIMP1
GIMD1	GIMD1
LINC02173	LINC02173
DKK2	DKK2
PAPSS1	PAPSS1
SGMS2	SGMS2
CYP2U1	CYP2U1
HADH	HADH
LEF1	LEF1
LEF1-AS1	LEF1-AS1
RPL34-AS1	RPL34-DT
RPL34	RPL34
OSTC	OSTC
ETNPPL	ETNPPL
COL25A1	COL25A1
ZCCHC23	COL25A1-DT
SEC24B-AS1	SEC24B-AS1
SEC24B	SEC24B
MCUB	MCUB
CASP6	CASP6
PLA2G12A	PLA2G12A
CFI	CFI
GAR1	GAR1
RRH	RRH
LRIT3	LRIT3
EGF	EGF
ELOVL6	ELOVL6
ENPEP	ENPEP
PANCR	PANCR
PITX2	PITX2
LINC01438	LINC01438
AC004704.1	LINC02945
FAM241A	FAM241A
AP1AR	AP1AR
TIFA	TIFA
ALPK1	ALPK1
NEUROG2	NEUROG2
ZGRF1	ZGRF1
LARP7	LARP7
MIR302CHG	MIR302CHG
ANK2	ANK2
CAMK2D	CAMK2D
ARSJ	ARSJ
UGT8	UGT8
NDST4	NDST4
MTRNR2L13	MTRNR2L13
TRAM1L1	TRAM1L1
LINC02262	LINC02262
LINC02263	LINC02263
LINC01378	LINC01378
LINC02264	LINC02264
NDST3	NDST3
SNHG8	SNHG8
PRSS12	PRSS12
METTL14-DT	METTL14-DT
METTL14	METTL14
SEC24D	SEC24D
SYNPO2	SYNPO2
MYOZ2	MYOZ2
USP53	USP53
C4orf3	ARLN
FABP2	FABP2
PDE5A	PDE5A
LINC01365	LINC01365
LINC02502	LINC02502
MAD2L1	MAD2L1
PRDM5	PRDM5
NDNF	NDNF
TNIP3	TNIP3
QRFPR	QRFPR
ANXA5	ANXA5
TMEM155	TMEM155
EXOSC9	EXOSC9
CCNA2	CCNA2
BBS7	BBS7
TRPC3	TRPC3
KIAA1109	BLTP1
ADAD1	ADAD1
IL2	IL2
IL21	IL21
IL21-AS1	IL21-AS1
BBS12	BBS12
FGF2	FGF2
NUDT6	NUDT6
SPATA5	AFG2A
SPRY1	SPRY1
LINC02435	LINC02435
LINC01091	LINC01091
LINC02516	LINC02516
ANKRD50	ANKRD50
FAT4	FAT4
LINC02379	LINC02379
INTU	INTU
SLC25A31	SLC25A31
HSPA4L	HSPA4L
PLK4	PLK4
MFSD8	MFSD8
ABHD18	ABHD18
LARP1B	LARP1B
PGRMC2	PGRMC2
LINC02615	LINC02615
JADRR	JADRR
JADE1	JADE1
SCLT1	SCLT1
C4orf33	C4orf33
LINC02466	LINC02466
LINC02465	LINC02465
LINC02479	LINC02479
LINC02377	LINC02377
SNHG27	SNHG27
LINC01256	LINC01256
PCDH10	PCDH10
PABPC4L	PABPC4L
LINC02462	LINC02462
LINC02485	LINC02485
LINC00613	LINC00613
LINC02511	LINC02511
LINC02510	LINC02510
PCDH18	PCDH18
LINC02172	LINC02172
LINC00616	LINC00616
SLC7A11-AS1	SLC7A11-AS1
SLC7A11	SLC7A11
LINC00498	LINC00498
LINC00499	LINC00499
LINC00500	LINC00499
NOCT	NOCT
ELF2	ELF2
MGARP	MGARP
NDUFC1	NDUFC1
NAA15	NAA15
RAB33B	RAB33B
SETD7	SETD7
MGST2	MGST2
MAML3	MAML3
SCOC	SCOC
SCOC-AS1	SCOC-AS1
CLGN	CLGN
MGAT4D	MGAT4D
ELMOD2	ELMOD2
UCP1	UCP1
TBC1D9	TBC1D9
RNF150	RNF150
ZNF330	ZNF330
LINC02432	LINC02432
LINC02276	LINC02276
IL15	IL15
INPP4B	INPP4B
USP38	USP38
GAB1	GAB1
SMARCA5-AS1	SMARCA5-AS1
SMARCA5	SMARCA5
FREM3	FREM3
GYPE	GYPE
GYPB	GYPB
CBR4	CBR4
NEK1	NEK1
CLCN3	CLCN3
HPF1	HPF1
LINC02275	LINC02275
MFAP3L	MFAP3L
AADAT	AADAT
LINC01612	LINC01612
LINC02512	LINC02512
LINC02382	LINC02382
LINC02431	LINC02431
LINC02504	LINC02504
LINC02174	LINC02174
GALNTL6	GALNTL6
GALNT7	GALNT7
HMGB2	HMGB2
SAP30	SAP30
SCRG1	SCRG1
HAND2	HAND2
HAND2-AS1	HAND2-AS1
LINC02269	LINC02269
LINC02268	LINC02268
FBXO8	FBXO8
CEP44	CEP44
HPGD	HPGD
GLRA3	GLRA3
ADAM29	ADAM29
GPM6A	GPM6A
WDR17	WDR17
SPATA4	SPATA4
ASB5	ASB5
SPCS3	SPCS3
VEGFC	VEGFC
LINC02509	LINC02509
NEIL3	NEIL3
AGA	AGA
LINC01098	LINC01098
LINC01099	LINC01099
LINC00290	LINC00290
LINC02500	LINC02500
TENM3-AS1	TENM3-AS1
TENM3	TENM3
DCTD	DCTD
WWC2-AS2	WWC2-AS2
WWC2	WWC2
WWC2-AS1	WWC2-AS1
CLDN22	CLDN22
CLDN24	CLDN24
CDKN2AIP	CDKN2AIP
ING2	ING2
RWDD4	RWDD4
TRAPPC11	TRAPPC11
STOX2	STOX2
ENPP6	ENPP6
LINC02363	LINC02363
LINC02362	LINC02362
IRF2	IRF2
LINC02427	LINC02427
LINC02365	LINC02365
CASP3	CASP3
PRIMPOL	PRIMPOL
CENPU	CENPU
ACSL1	ACSL1
MIR3945HG	MIR3945HG
LINC01093	LINC01093
LINC02437	LINC02437
HELT	HELT
LINC02436	LINC02436
SLC25A4	SLC25A4
CFAP97	CFAP97
SNX25	SNX25
LRP2BP	LRP2BP
ANKRD37	ANKRD37
UFSP2	UFSP2
C4orf47	CFAP96
CCDC110	CCDC110
PDLIM3	PDLIM3
SORBS2	SORBS2
AC093797.1	SORBS2-AS1
TLR3	TLR3
FAM149A	FAM149A
CYP4V2	CYP4V2
KLKB1	KLKB1
F11	F11
F11-AS1	F11-AS1
MTNR1A	MTNR1A
FAT1	FAT1
LINC02374	LINC02374
LINC02514	LINC02514
LINC02515	LINC02515
LINC02492	LINC02492
ZFP42	ZFP42
TRIML2	TRIML2
TRIML1	TRIML1
LINC02434	LINC02434
LINC01060	LINC01060
LINC02508	LINC02508
LINC01262	LINC01262
FRG1-DT	FRG1-DT
LINC01596	LINC01596
FRG1	FRG1
FRG2	FRG2
DBET	DBET
DUX4	DUX4
PLEKHG4B	PLEKHG4B
LRRC14B	LRRC14B
CCDC127	CCDC127
SDHA	SDHA
PDCD6	PDCD6
AHRR	AHRR
EXOC3-AS1	EXOC3-AS1
EXOC3	EXOC3
SLC9A3	SLC9A3
SLC9A3-AS1	SLC9A3-AS1
CEP72	CEP72
TPPP	TPPP
ZDHHC11B	ZDHHC11B
ZDHHC11	ZDHHC11
BRD9	BRD9
TRIP13	TRIP13
NKD2	NKD2
SLC12A7	SLC12A7
SLC6A19	SLC6A19
SLC6A18	SLC6A18
TERT	TERT
CLPTM1L	CLPTM1L
LINC01511	LINC01511
SLC6A3	SLC6A3
LPCAT1	LPCAT1
AC026412.3	LINC03067
MRPL36	MRPL36
NDUFS6	NDUFS6
LINC02116	LINC02116
IRX4	IRX4
LSINCT5	LSINCT5
IRX2	IRX2
C5orf38	IRX2-DT
LINC01019	LINC01019
LINC02162	LINC02162
LINC01017	LINC01019
IRX1	IRX1
LINC02063	LINC02063
LINC02114	LINC02114
LINC01020	LINC01020
LINC02121	LINC02121
ADAMTS16	ADAMTS16
AC022424.2	ADAMTS16-AS1
ICE1	ICE1
LINC02145	LINC02145
MED10	MED10
UBE2QL1	UBE2QL1
LINC01018	LINC01018
NSUN2	NSUN2
SRD5A1	SRD5A1
LINC02102	LINC02102
TENT4A	TENT4A
LINC02236	LINC02236
LINC02196	LINC02196
LINC02123	LINC02123
LINC02142	LINC02142
NIPBL	NIPBL
CPLANE1	CPLANE1
NUP155	NUP155
WDR70	WDR70
GDNF-AS1	GDNF-AS1
GDNF	GDNF
LINC02117	LINC02117
LINC02110	GDNF-AS1
LINC02119	LINC02119
EGFLAM	EGFLAM
EGFLAM-AS4	EGFLAM-AS4
EGFLAM-AS3	EGFLAM-AS3
EGFLAM-AS2	EGFLAM-AS2
EGFLAM-AS1	EGFLAM-AS1
AC010457.1	EGFLAM-AS5
LIFR	LIFR
LIFR-AS1	LIFR-AS1
OSMR-AS1	OSMR-DT
OSMR	OSMR
RICTOR	RICTOR
FYB1	FYB1
C9	C9
DAB2	DAB2
LINC02104	LINC02104
LINC00603	LINC00603
LINC00604	LINC00604
TTC33	TTC33
PTGER4	PTGER4
PRKAA1	PRKAA1
RPL37	RPL37
CARD6	CARD6
C7	C7
MROH2B	MROH2B
C6	C6
PLCXD3	PLCXD3
OXCT1	OXCT1
OXCT1-AS1	OXCT1-AS1
C5orf51	RIMOC1
FBXO4	FBXO4
GHR	GHR
CCDC152	CCDC152
SELENOP	SELENOP
ANXA2R	ANXA2R
ZNF131	ZNF131
NIM1K	NIM1K
HMGCS1	HMGCS1
CCL28	CCL28
TMEM267	TMEM267
C5orf34	C5orf34
PAIP1	PAIP1
NNT-AS1	NNT-AS1
NNT	NNT
FGF10	FGF10
FGF10-AS1	FGF10-AS1
LINC02224	MRPS30-DT
MRPS30-DT	MRPS30-DT
MRPS30	MRPS30
HCN1	HCN1
EMB	EMB
PARP8	PARP8
LINC02106	LINC02106
ISL1	ISL1
LINC02118	LINC02118
PELO	PELO
ITGA1	ITGA1
ITGA2	ITGA2
MOCS2	MOCS2
FST	FST
NDUFS4	NDUFS4
LINC02105	LINC02105
ARL15	ARL15
LINC01033	LINC01033
HSPB3	HSPB3
SNX18	SNX18
ESM1	ESM1
GZMK	GZMK
GZMA	GZMA
CDC20B	CDC20B
GPX8	GPX8
MCIDAS	MCIDAS
CCNO	CCNO
DHX29	DHX29
MTREX	MTREX
PLPP1	PLPP1
SLC38A9	SLC38A9
DDX4	DDX4
IL31RA	IL31RA
IL6ST	IL6ST
ANKRD55	ANKRD55
LINC01948	LINC01948
C5orf67	C5orf67
MAP3K1	MAP3K1
SETD9	SETD9
MIER3	MIER3
GPBP1	GPBP1
ACTBL2	ACTBL2
LINC02225	LINC02225
LINC02101	LINC02101
PLK2	PLK2
GAPT	GAPT
LINC02108	LINC02108
RAB3C	RAB3C
PDE4D	PDE4D
PART1	PART1
DEPDC1B	DEPDC1B
ELOVL7	ELOVL7
ERCC8	ERCC8
NDUFAF2	NDUFAF2
SMIM15	SMIM15
SMIM15-AS1	SMIM15-AS1
LINC02057	LINC02057
ZSWIM6	ZSWIM6
C5orf64	LINC03123
C5orf64-AS1	LINC03123
KIF2A	KIF2A
DIMT1	DIMT1
IPO11	IPO11
LRRC70	LRRC70
HTR1A	HTR1A
RNF180	RNF180
RGS7BP	RGS7BP
SHISAL2B	SHISAL2B
SREK1IP1	SREK1IP1
CWC27	CWC27
ADAMTS6	ADAMTS6
CENPK	CENPK
PPWD1	PPWD1
TRIM23	TRIM23
SHLD3	SHLD3
TRAPPC13	TRAPPC13
SGTB	SGTB
NLN	NLN
ERBIN	ERBIN
SREK1	SREK1
LINC02065	LINC02065
LINC02229	LINC02229
MAST4	MAST4
MAST4-IT1	MAST4-IT1
MAST4-AS1	MAST4-AS1
CD180	CD180
LINC02242	LINC02242
LINC02219	LINC02219
PIK3R1	PIK3R1
LINC02198	LINC02198
SLC30A5	SLC30A5
CCNB1	CCNB1
CENPH	CENPH
MRPS36	KGD4
CDK7	CDK7
CCDC125	CCDC125
AK6	AK6
TAF9	TAF9
RAD17	RAD17
MARVELD2	MARVELD2
OCLN	OCLN
GTF2H2C	GTF2H2C
SERF1B	SERF1B
SMN2	SMN2
SERF1A	SERF1A
SMN1	SMN1
NAIP	NAIP
GTF2H2	GTF2H2
LINC02197	LINC02197
BDP1	BDP1
MCCC2	MCCC2
CARTPT	CARTPT
MAP1B	MAP1B
MRPS27	MRPS27
PTCD2	PTCD2
ZNF366	ZNF366
LINC02056	TNPO1-DT
TNPO1	TNPO1
FCHO2	FCHO2
TMEM171	TMEM171
TMEM174	TMEM174
LINC02230	LINC02230
FOXD1	FOXD1
FOXD1-AS1	FOXD1-AS1
LINC01385	LINC01385
LINC01386	LINC01386
RHOBTB3	RHOBTB3
GLRX	GLRX
LINC01554	LINC01554
ELL2	ELL2
MIR583HG	CAST
PCSK1	PCSK1
CAST	CAST
ERAP1	ERAP1
ERAP2	ERAP2
LNPEP	LNPEP
LIX1-AS1	LIX1-AS1
LIX1	LIX1
RIOK2	RIOK2
LINC01340	LINC01340
LINC02234	LINC01340
LINC01846	LINC01846
RGMB	RGMB
RGMB-AS1	RGMB-AS1
CHD1	CHD1
LINC02062	CHD1-DT
LINC02113	LINC02113
FAM174A	FAM174A
ST8SIA4	ST8SIA4
SLCO4C1	SLCO4C1
SLCO6A1	SLCO6A1
LINC00492	LINC00492
LINC00491	LINC00491
PAM	PAM
GIN1	GIN1
PPIP5K2	PPIP5K2
C5orf30	MACIR
LINC02115	LINC02115
NUDT12	NUDT12
LINC02163	NIHCOLE
LINC01950	LINC01950
EFNA5	EFNA5
FBXL17	FBXL17
LINC01023	LINC01023
FER	FER
PJA2	PJA2
MAN2A1	MAN2A1
LINC01848	LINC01848
TMEM232	TMEM232
SLC25A46	SLC25A46
TSLP	TSLP
WDR36	WDR36
CAMK4	CAMK4
STARD4	STARD4
STARD4-AS1	STARD4-AS1
NREP	NREP
NREP-AS1	NREP-AS1
EPB41L4A	EPB41L4A
EPB41L4A-AS1	EPB41L4A-AS1
EPB41L4A-DT	EPB41L4A-DT
LINC02200	LINC02200
APC	APC
SRP19	SRP19
REEP5	REEP5
DCP2	DCP2
MCC	MCC
TSSK1B	TSSK1B
YTHDC2	YTHDC2
KCNN2	KCNN2
LINC01957	LINC01957
TRIM36	TRIM36
TRIM36-IT1	TRIM36-IT1
PGGT1B	PGGT1B
CCDC112	CCDC112
FEM1C	FEM1C
TICAM2	TICAM2
TMED7	TMED7
CDO1	CDO1
ATG12	ATG12
AP3S1	AP3S1
LINCADL	LINCADL
LVRN	LVRN
ARL14EPL	ARL14EPL
COMMD10	COMMD10
SEMA6A	SEMA6A
SEMA6A-AS1	SEMA6A-AS1
SEMA6A-AS2	SEMA6A-AS2
LINC02214	LINC02214
LINC00992	LINC00992
LINC02147	LINC02147
LINC02208	LINC02208
LINC02148	LINC02148
LINC02216	LINC02216
LINC02215	LINC02215
DTWD2	DTWD2
DMXL1	DMXL1
TNFAIP8	TNFAIP8
HSD17B4	HSD17B4
FAM170A	FAM170A
PRR16	PRR16
FTMT	FTMT
SRFBP1	SRFBP1
LOX	LOX
ZNF474	ZNF474
SNCAIP	SNCAIP
LINC02201	LINC02201
SNX2	SNX2
SNX24	SNX24
PPIC	PPIC
PRDM6	PRDM6
CEP120	CEP120
CSNK1G3	CSNK1G3
LINC01170	LINC01170
ZNF608	ZNF608
LINC02240	LINC02240
LINC02039	LINC02039
GRAMD2B	GRAMD2B
ALDH7A1	ALDH7A1
PHAX	PHAX
TEX43	SPMIP10
LMNB1-DT	LMNB1-DT
LMNB1	LMNB1
MARCH3	MARCHF3
C5orf63	C5orf63
MEGF10	MEGF10
PRRC1	PRRC1
CTXN3	CTXN3
CCDC192	CCDC192
LINC01184	SLC12A2-DT
SLC12A2	SLC12A2
FBN2	FBN2
SLC27A6	SLC27A6
ISOC1	ISOC1
ADAMTS19-AS1	ADAMTS19-AS1
ADAMTS19	ADAMTS19
MINAR2	MINAR2
CHSY3	CHSY3
HINT1	HINT1
LYRM7	LYRM7
CDC42SE2	CDC42SE2
RAPGEF6	RAPGEF6
FNIP1	FNIP1
MEIKIN	MEIKIN
ACSL6	ACSL6
IL3	IL3
CSF2	CSF2
P4HA2-AS1	P4HA2-AS1
P4HA2	P4HA2
PDLIM4	PDLIM4
SLC22A4	SLC22A4
MIR3936HG	MIR3936HG
SLC22A5	SLC22A5
C5orf56	CARINH
IRF1	IRF1
IL5	IL5
RAD50	RAD50
TH2LCRR	TH2LCRR
IL13	IL13
IL4	IL4
KIF3A	KIF3A
CCNI2	CCNI2
SEPTIN8	SEPTIN8
SOWAHA	SOWAHA
SHROOM1	SHROOM1
GDF9	GDF9
UQCRQ	UQCRQ
LEAP2	LEAP2
AFF4	AFF4
ZCCHC10	ZCCHC10
HSPA4	HSPA4
FSTL4	FSTL4
WSPAR	WSPAR
C5orf15	C5orf15
VDAC1	VDAC1
TCF7	TCF7
SKP1	SKP1
PPP2CA	PPP2CA
CDKL3	CDKL3
UBE2B	UBE2B
CDKN2AIPNL	XTBD1
LINC01843	LINC01843
JADE2	JADE2
SAR1B	SAR1B
PCDHGA12	PCDHGA12
PCDHGC3	PCDHGC3
PCDHGC4	PCDHGC4
PCDHGC5	PCDHGC5
DIAPH1	DIAPH1
HDAC3	HDAC3
RELL2	RELL2
FCHSD1	FCHSD1
